id,territory_id
120,1
119,1
118,1
117,1
116,1
114,1
149,1
113,1
112,1
111,1
109,1
108,1
107,1
106,1
105,1
104,1
125,1
126,1
127,1
128,1
148,1
147,1
146,1
145,1
144,1
143,1
142,1
141,1
140,1
139,1
138,1
137,1
136,1
135,1
134,1
133,1
132,1
131,1
130,1
2,1
